Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Global_Header/Button_Cart""))",Chrome 127.0.0.0,Verifikasi Element button Cart Terlihat,,2024-09-16 22:48:38,2024-09-16 22:48:38,"0,357s",PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_Cart""))",Chrome 127.0.0.0,Verifikasi button Cart dapat diklik,,2024-09-16 22:48:38,2024-09-16 22:48:38,"0,333s",PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 127.0.0.0,Verifikasi Button Burger terlihat,,2024-09-16 22:48:38,2024-09-16 22:48:39,"0,387s",PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 127.0.0.0,Verifikasi Button Burger dapat diklik,,2024-09-16 22:48:39,2024-09-16 22:48:39,"0,313s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Complete_Page/Label_CheckoutComplete""))",Chrome 127.0.0.0,Verifikasi label checkout terlihat,,2024-09-16 22:48:39,2024-09-16 22:48:39,"0,347s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Complete_Page/Image_CheckoutSuccess""))",Chrome 127.0.0.0,Verifikasi Image terlihat,,2024-09-16 22:48:39,2024-09-16 22:48:40,"0,357s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Complete_Page/Label_Thankyou""))",Chrome 127.0.0.0,Verifikasi label thankyou terlihat,,2024-09-16 22:48:40,2024-09-16 22:48:40,"0,350s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Complete_Page/Label_YourOrderDispatched""))",Chrome 127.0.0.0,Verifikasi label your order dispatched terlihat,,2024-09-16 22:48:40,2024-09-16 22:48:40,"0,344s",PASSED
"verifyElementVisible(findTestObject(""Checkout_Complete_Page/Button_BackHome""))",Chrome 127.0.0.0,Verifikasi Buton Back Home terlihat,,2024-09-16 22:48:40,2024-09-16 22:48:41,"0,340s",PASSED
"verifyElementClickable(findTestObject(""Checkout_Complete_Page/Button_BackHome""))",Chrome 127.0.0.0,Verifikasi button Back Home dapat diklik,,2024-09-16 22:48:41,2024-09-16 22:48:41,"0,317s",PASSED
"click(findTestObject(""Checkout_Complete_Page/Button_BackHome""))",Chrome 127.0.0.0,Klik button Back home,,2024-09-16 22:48:41,2024-09-16 22:48:41,"0,395s",PASSED
"verifyElementVisible(findTestObject(""Product_Page/Label_TitleProducts""))",Chrome 127.0.0.0,Verifikasi label title produk terlihat setelah klik back home,,2024-09-16 22:48:41,2024-09-16 22:48:42,"0,460s",PASSED
Video,Chrome 127.0.0.0,,,2024-09-16 22:48:44,2024-09-16 22:48:44,"0,000s",PASSED
