Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"verifyElementVisible(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi button Cart terlihat,,2024-09-16 19:31:09,2024-09-16 19:31:10,0.319s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi button Cart dapat diklik,,2024-09-16 19:31:10,2024-09-16 19:31:10,0.300s,PASSED
"click(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Klik button Cart,,2024-09-16 19:31:10,2024-09-16 19:31:10,0.345s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil screenshot pada window,,2024-09-16 19:31:10,2024-09-16 19:31:11,0.554s,PASSED
packaged.verifyproduct.verifyProductCountCart(),Chrome 128.0.0.0,Verifikasi bahwa product count dengan product yang ada di cart sudah sesuai,,2024-09-16 19:31:11,2024-09-16 19:31:12,1.232s,PASSED
"verifyElementVisible(findTestObject(""Cart_Page/Button_Checkout""))",Chrome 128.0.0.0,Verifikasi button checkout terlihat,,2024-09-16 19:31:12,2024-09-16 19:31:13,0.314s,PASSED
"verifyElementClickable(findTestObject(""Cart_Page/Button_Checkout""))",Chrome 128.0.0.0,Verifikasi button checkout dapat diklik,,2024-09-16 19:31:13,2024-09-16 19:31:13,0.297s,PASSED
"click(findTestObject(""Cart_Page/Button_Checkout""))",Chrome 128.0.0.0,Klik button checkout,,2024-09-16 19:31:13,2024-09-16 19:31:13,0.351s,PASSED
Video,Chrome 128.0.0.0,,,2024-09-16 19:31:15,2024-09-16 19:31:15,0.001s,PASSED
,,,,,,,
Test Cases/YourInformation_Page/Negative_Case/InputData_YourInformation_Back,Chrome 128.0.0.0,,,2024-09-16 19:31:15,2024-09-16 19:31:27,11.880s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 128.0.0.0,Verifikasi element Title Swag Labs terlihat,,2024-09-16 19:31:16,2024-09-16 19:31:16,0.311s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi Element button Cart Terlihat,,2024-09-16 19:31:16,2024-09-16 19:31:17,1.503s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi button Cart dapat diklik,,2024-09-16 19:31:17,2024-09-16 19:31:18,0.299s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger terlihat,,2024-09-16 19:31:18,2024-09-16 19:31:18,0.321s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger dapat diklik,,2024-09-16 19:31:18,2024-09-16 19:31:18,0.302s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Label_Checkout Your Information""))",Chrome 128.0.0.0,Verifikasi label checkout: Your Information terlihat,,2024-09-16 19:31:18,2024-09-16 19:31:19,0.322s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_FirstName""))",Chrome 128.0.0.0,Verifikasi element FirstName Terlihat,,2024-09-16 19:31:19,2024-09-16 19:31:19,0.307s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_FirstName""), firstName)",Chrome 128.0.0.0,Input text firstName,,2024-09-16 19:31:19,2024-09-16 19:31:20,0.632s,PASSED
"namapertama = getAttribute(findTestObject(""YourInformation_Page/TextArea_FirstName""), ""value"")",Chrome 128.0.0.0,ambil atribut value firstName yang telah diinput,,2024-09-16 19:31:20,2024-09-16 19:31:20,0.530s,PASSED
println(namapertama),Chrome 128.0.0.0,print value firstName yang telah diinput,,2024-09-16 19:31:20,2024-09-16 19:31:20,0.002s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil Screenshot pada Window,,2024-09-16 19:31:20,2024-09-16 19:31:20,0.346s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_LastName""))",Chrome 128.0.0.0,Verifikasi element LastName Terlihat,,2024-09-16 19:31:20,2024-09-16 19:31:21,0.338s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_LastName""), lastName)",Chrome 128.0.0.0,Input text lastName,,2024-09-16 19:31:21,2024-09-16 19:31:21,0.645s,PASSED
"namaterakhir = getAttribute(findTestObject(""YourInformation_Page/TextArea_LastName""), ""value"")",Chrome 128.0.0.0,ambil atribut value lastName yang telah diinput,,2024-09-16 19:31:21,2024-09-16 19:31:22,0.536s,PASSED
println(namaterakhir),Chrome 128.0.0.0,print value lastName yang telah diinput,,2024-09-16 19:31:22,2024-09-16 19:31:22,0.001s,PASSED
takeScreenshot(),Chrome 128.0.0.0,mengambil Screenshot pada window,,2024-09-16 19:31:22,2024-09-16 19:31:22,0.325s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_PostalCode""))",Chrome 128.0.0.0,Verifikasi element postalCode Terlihat,,2024-09-16 19:31:22,2024-09-16 19:31:23,0.326s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_PostalCode""), postalCode)",Chrome 128.0.0.0,Input text PostalCode,,2024-09-16 19:31:23,2024-09-16 19:31:23,0.655s,PASSED
"postalcode = getAttribute(findTestObject(""YourInformation_Page/TextArea_PostalCode""), ""value"")",Chrome 128.0.0.0,ambil atribut value postalcode yang telah diinput,,2024-09-16 19:31:23,2024-09-16 19:31:24,0.532s,PASSED
println(postalcode),Chrome 128.0.0.0,print value postalCode,,2024-09-16 19:31:24,2024-09-16 19:31:24,0.001s,PASSED
takeScreenshot(),Chrome 128.0.0.0,mengambil screenshot pada window,,2024-09-16 19:31:24,2024-09-16 19:31:24,0.323s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue Terlihat,,2024-09-16 19:31:24,2024-09-16 19:31:24,0.313s,PASSED
"verifyElementClickable(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue dapat diklik,,2024-09-16 19:31:24,2024-09-16 19:31:25,0.299s,PASSED
"click(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,klik button Continue,,2024-09-16 19:31:25,2024-09-16 19:31:25,0.353s,PASSED
back(),Chrome 128.0.0.0,Tekan button back browser,,2024-09-16 19:31:25,2024-09-16 19:31:25,0.032s,PASSED
Video,Chrome 128.0.0.0,,,2024-09-16 19:31:27,2024-09-16 19:31:27,0.001s,PASSED
,,,,,,,
Test Cases/YourInformation_Page/Negative_Case/InputData_YourInformation_Back,Chrome 128.0.0.0,,,2024-09-16 19:31:27,2024-09-16 19:31:38,10.368s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 128.0.0.0,Verifikasi element Title Swag Labs terlihat,,2024-09-16 19:31:27,2024-09-16 19:31:28,0.333s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi Element button Cart Terlihat,,2024-09-16 19:31:28,2024-09-16 19:31:28,0.327s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi button Cart dapat diklik,,2024-09-16 19:31:28,2024-09-16 19:31:28,0.301s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger terlihat,,2024-09-16 19:31:28,2024-09-16 19:31:28,0.323s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger dapat diklik,,2024-09-16 19:31:28,2024-09-16 19:31:29,0.294s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Label_Checkout Your Information""))",Chrome 128.0.0.0,Verifikasi label checkout: Your Information terlihat,,2024-09-16 19:31:29,2024-09-16 19:31:29,0.305s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_FirstName""))",Chrome 128.0.0.0,Verifikasi element FirstName Terlihat,,2024-09-16 19:31:29,2024-09-16 19:31:29,0.313s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_FirstName""), firstName)",Chrome 128.0.0.0,Input text firstName,,2024-09-16 19:31:29,2024-09-16 19:31:30,0.658s,PASSED
"namapertama = getAttribute(findTestObject(""YourInformation_Page/TextArea_FirstName""), ""value"")",Chrome 128.0.0.0,ambil atribut value firstName yang telah diinput,,2024-09-16 19:31:30,2024-09-16 19:31:31,0.530s,PASSED
println(namapertama),Chrome 128.0.0.0,print value firstName yang telah diinput,,2024-09-16 19:31:31,2024-09-16 19:31:31,0.000s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil Screenshot pada Window,,2024-09-16 19:31:31,2024-09-16 19:31:31,0.320s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_LastName""))",Chrome 128.0.0.0,Verifikasi element LastName Terlihat,,2024-09-16 19:31:31,2024-09-16 19:31:31,0.317s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_LastName""), lastName)",Chrome 128.0.0.0,Input text lastName,,2024-09-16 19:31:31,2024-09-16 19:31:32,0.662s,PASSED
"namaterakhir = getAttribute(findTestObject(""YourInformation_Page/TextArea_LastName""), ""value"")",Chrome 128.0.0.0,ambil atribut value lastName yang telah diinput,,2024-09-16 19:31:32,2024-09-16 19:31:32,0.528s,PASSED
println(namaterakhir),Chrome 128.0.0.0,print value lastName yang telah diinput,,2024-09-16 19:31:32,2024-09-16 19:31:32,0.000s,PASSED
takeScreenshot(),Chrome 128.0.0.0,mengambil Screenshot pada window,,2024-09-16 19:31:32,2024-09-16 19:31:33,0.324s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_PostalCode""))",Chrome 128.0.0.0,Verifikasi element postalCode Terlihat,,2024-09-16 19:31:33,2024-09-16 19:31:33,0.314s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_PostalCode""), postalCode)",Chrome 128.0.0.0,Input text PostalCode,,2024-09-16 19:31:33,2024-09-16 19:31:34,0.632s,PASSED
"postalcode = getAttribute(findTestObject(""YourInformation_Page/TextArea_PostalCode""), ""value"")",Chrome 128.0.0.0,ambil atribut value postalcode yang telah diinput,,2024-09-16 19:31:34,2024-09-16 19:31:34,0.528s,PASSED
println(postalcode),Chrome 128.0.0.0,print value postalCode,,2024-09-16 19:31:34,2024-09-16 19:31:34,0.000s,PASSED
takeScreenshot(),Chrome 128.0.0.0,mengambil screenshot pada window,,2024-09-16 19:31:34,2024-09-16 19:31:35,0.338s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue Terlihat,,2024-09-16 19:31:35,2024-09-16 19:31:35,0.297s,PASSED
"verifyElementClickable(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,Verifikasi element button continue dapat diklik,,2024-09-16 19:31:35,2024-09-16 19:31:35,0.315s,PASSED
"click(findTestObject(""YourInformation_Page/Button_Continue""))",Chrome 128.0.0.0,klik button Continue,,2024-09-16 19:31:35,2024-09-16 19:31:35,0.348s,PASSED
back(),Chrome 128.0.0.0,Tekan button back browser,,2024-09-16 19:31:35,2024-09-16 19:31:36,0.041s,PASSED
Video,Chrome 128.0.0.0,,,2024-09-16 19:31:38,2024-09-16 19:31:38,0.000s,PASSED
,,,,,,,
Test Cases/YourInformation_Page/Negative_Case/InputData_YourInformation_Back,Chrome 128.0.0.0,,,2024-09-16 19:31:38,2024-09-16 19:31:48,10.102s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Label_Title""))",Chrome 128.0.0.0,Verifikasi element Title Swag Labs terlihat,,2024-09-16 19:31:38,2024-09-16 19:31:38,0.310s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi Element button Cart Terlihat,,2024-09-16 19:31:38,2024-09-16 19:31:38,0.313s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_Cart""))",Chrome 128.0.0.0,Verifikasi button Cart dapat diklik,,2024-09-16 19:31:38,2024-09-16 19:31:38,0.297s,PASSED
"verifyElementVisible(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger terlihat,,2024-09-16 19:31:38,2024-09-16 19:31:39,0.318s,PASSED
"verifyElementClickable(findTestObject(""Global_Header/Button_BurgerMenu""))",Chrome 128.0.0.0,Verifikasi Button Burger dapat diklik,,2024-09-16 19:31:39,2024-09-16 19:31:39,0.297s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/Label_Checkout Your Information""))",Chrome 128.0.0.0,Verifikasi label checkout: Your Information terlihat,,2024-09-16 19:31:39,2024-09-16 19:31:39,0.307s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_FirstName""))",Chrome 128.0.0.0,Verifikasi element FirstName Terlihat,,2024-09-16 19:31:39,2024-09-16 19:31:40,0.325s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_FirstName""), firstName)",Chrome 128.0.0.0,Input text firstName,,2024-09-16 19:31:40,2024-09-16 19:31:40,0.633s,PASSED
"namapertama = getAttribute(findTestObject(""YourInformation_Page/TextArea_FirstName""), ""value"")",Chrome 128.0.0.0,ambil atribut value firstName yang telah diinput,,2024-09-16 19:31:40,2024-09-16 19:31:41,0.426s,PASSED
println(namapertama),Chrome 128.0.0.0,print value firstName yang telah diinput,,2024-09-16 19:31:41,2024-09-16 19:31:41,0.000s,PASSED
takeScreenshot(),Chrome 128.0.0.0,Mengambil Screenshot pada Window,,2024-09-16 19:31:41,2024-09-16 19:31:41,0.325s,PASSED
"verifyElementVisible(findTestObject(""YourInformation_Page/TextArea_LastName""))",Chrome 128.0.0.0,Verifikasi element LastName Terlihat,,2024-09-16 19:31:41,2024-09-16 19:31:41,0.312s,PASSED
"setText(findTestObject(""YourInformation_Page/TextArea_LastName""), lastName)",Chrome 128.0.0.0,Input text lastName,,2024-09-16 19:31:41,2024-09-16 19:31:42,0.637s,PASSED
"namaterakhir = getAttribute(findTestObject(""YourInformation_Page/TextArea_LastName""), ""value"")",Chrome 128.0.0.0,ambil atribut value lastName yang telah diinput,,2024-09-16 19:31:42,2024-09-16 19:31:42,0.427s,PASSED
println(namaterakhir),Chrome 128.0.0.0,print value lastName yang telah diinput,,2024-09-16 19:31:42,2024-09-16 19:31:42,0.001s,PASSED
